0,0.0313725490196078
0,0.0588235294117647
2,0.0313725490196078
2,0.0431372549019607
2,0.0509803921568627
2,0.0627450980392156
4,0.0588235294117647
5,0.0235294117647058
5,0.0431372549019607
5,0.0588235294117647
5,0.0627450980392156
6,0.0274509803921568
6,0.0313725490196078
6,0.0470588235294117
8,0.0235294117647058
9,0.0313725490196078
10,0.0509803921568627
12,0.0352941176470588
12,0.0431372549019607
13,0.0392156862745098
13,0.0509803921568627
14,0.0431372549019607
15,0.0313725490196078
15,0.0352941176470588
15,0.0392156862745098
15,0.0431372549019607
15,0.0509803921568627
16,0.0352941176470588
18,0.0156862745098039
18,0.0274509803921568
18,0.0392156862745098
19,0.0431372549019607
19,0.0470588235294117
19,0.0509803921568627
20,0.0549019607843137
21,0.0274509803921568
22,0.0470588235294117
24,0.0235294117647058
24,0.0431372549019607
25,0.0509803921568627
25,0.0549019607843137
26,0.0235294117647058
26,0.0274509803921568
26,0.0588235294117647
27,0.0392156862745098
27,0.0470588235294117
27,0.0588235294117647
27,0.0627450980392156
28,0.0352941176470588
29,0.0196078431372549
29,0.0313725490196078
30,0.0431372549019607
30,0.0470588235294117
33,0.0235294117647058
33,0.0431372549019607
33,0.0627450980392156
34,0.0313725490196078
34,0.0588235294117647
35,0.0470588235294117
36,0.0431372549019607
38,0.0156862745098039
38,0.0588235294117647
39,0.0235294117647058
39,0.0431372549019607
40,0.0196078431372549
42,0.0313725490196078
42,0.0352941176470588
42,0.0431372549019607
42,0.0588235294117647
43,0.0196078431372549
43,0.0235294117647058
43,0.0274509803921568
43,0.0313725490196078
43,0.0352941176470588
44,0.0627450980392156
45,0.0235294117647058
45,0.0431372549019607
45,0.0509803921568627
45,0.0627450980392156
46,0.0196078431372549
46,0.0235294117647058
46,0.0313725490196078
46,0.0352941176470588
48,0.0431372549019607
48,0.0509803921568627
49,0.0431372549019607
50,0.0470588235294117
51,0.0431372549019607
51,0.0470588235294117
52,0.0352941176470588
52,0.0431372549019607
53,0.0431372549019607
53,0.0627450980392156
54,0.0470588235294117
54,0.0509803921568627
54,0.0549019607843137
55,0.0274509803921568
55,0.0352941176470588
55,0.0549019607843137
58,0.0392156862745098
59,0.0196078431372549
59,0.0588235294117647
61,0.0235294117647058
62,0.0117647058823529
62,0.0156862745098039
62,0.0235294117647058
62,0.0274509803921568
63,0.0313725490196078
63,0.0431372549019607
63,0.0549019607843137
63,0.0588235294117647
64,0.0588235294117647
65,0.0156862745098039
65,0.0196078431372549
65,0.0392156862745098
65,0.0431372549019607
66,0.0313725490196078
67,0.0313725490196078
68,0.0549019607843137
69,0.0352941176470588
69,0.0392156862745098
70,0.0392156862745098
70,0.0431372549019607
70,0.0627450980392156
71,0.0588235294117647
71,0.0627450980392156
73,0.0509803921568627
74,0.0235294117647058
74,0.0352941176470588
74,0.0509803921568627
75,0.0352941176470588
75,0.0588235294117647
76,0.0352941176470588
76,0.0431372549019607
77,0.0509803921568627
77,0.0549019607843137
77,0.0627450980392156
78,0.0313725490196078
78,0.0352941176470588
78,0.0431372549019607
78,0.0549019607843137
78,0.0588235294117647
79,0.0352941176470588
80,0.0352941176470588
80,0.0392156862745098
80,0.0588235294117647
81,0.0313725490196078
81,0.0352941176470588
81,0.0392156862745098
81,0.0588235294117647
82,0.0588235294117647
84,0.0274509803921568
84,0.0313725490196078
84,0.0352941176470588
84,0.0470588235294117
85,0.0431372549019607
86,0.0352941176470588
86,0.0627450980392156
87,0.0274509803921568
87,0.0313725490196078
87,0.0431372549019607
88,0.0470588235294117
88,0.0509803921568627
88,0.0549019607843137
89,0.0196078431372549
89,0.0392156862745098
89,0.0549019607843137
90,0.0352941176470588
90,0.0392156862745098
91,0.0352941176470588
91,0.0431372549019607
91,0.0627450980392156
92,0.0156862745098039
92,0.0274509803921568
93,0.0274509803921568
93,0.0313725490196078
93,0.0588235294117647
94,0.0274509803921568
94,0.0352941176470588
94,0.0627450980392156
95,0.0274509803921568
95,0.0509803921568627
96,0.0274509803921568
97,0.0392156862745098
98,0.0313725490196078
98,0.0392156862745098
99,0.0274509803921568
99,0.0627450980392156
